id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,method,umpire1,umpire2,is_playoff,is_eliminator,is_qualifier,is_final,home_of
598002,Chennai,2013-04-06,Kieron Pollard,MA Chidambaram Stadium,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,9.0,,Marais Erasmus,Vineet Kulkarni,0,0,0,0,Chennai Super Kings
598003,Pune,2013-04-07,Manan Vohra,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Kings XI Punjab,Pune Warriors India,bat,Kings XI Punjab,wickets,8.0,,Sudhir Asnani,Simon Taufel,0,0,0,0,Pune Warriors India
598004,Hyderabad,2013-04-07,Hanuma Vihari,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Sunrisers Hyderabad,tie,,,Anil Chaudhary,Sundaram Ravi,0,0,0,0,Sunrisers Hyderabad
598005,Jaipur,2013-04-08,Siddharth Trivedi,Sawai Mansingh Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,19.0,,Aleem Dar,Subrat Das,0,0,0,0,Rajasthan Royals
598006,Mumbai,2013-04-09,Dinesh Karthik,Wankhede Stadium,0,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Mumbai Indians,runs,44.0,,Marais Erasmus,Vineet Kulkarni,0,0,0,0,Mumbai Indians
598007,Chandigarh,2013-04-10,Michael Hussey,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,10.0,,Aleem Dar,Chettithody Shamshuddin,0,0,0,0,Kings XI Punjab
598008,Bangalore,2013-04-11,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8.0,,Asad Rauf,Anil Chaudhary,0,0,0,0,Royal Challengers Bangalore
598009,Pune,2013-04-11,Aaron Finch,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Rajasthan Royals,Rajasthan Royals,bat,Pune Warriors India,wickets,7.0,,Marais Erasmus,Krishnaraj Srinath,0,0,0,0,Pune Warriors India
598010,Delhi,2013-04-12,Amit Mishra,Arun Jaitley Stadium,0,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Sunrisers Hyderabad,wickets,3.0,,Aleem Dar,Subroto Das,0,0,0,0,Delhi Capitals
598011,Mumbai,2013-04-13,Rohit Sharma,Wankhede Stadium,0,Mumbai Indians,Pune Warriors India,Mumbai Indians,bat,Mumbai Indians,runs,41.0,,Sundaram Ravi,Simon Taufel,0,0,0,0,Mumbai Indians
598012,Chennai,2013-04-13,Ravindra Jadeja,MA Chidambaram Stadium,0,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,,Asad Rauf,Anil Chaudhary,0,0,0,0,Chennai Super Kings
598013,Kolkata,2013-04-14,Gautam Gambhir,Eden Gardens,0,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,48.0,,Marais Erasmus,Vineet Kulkarni,0,0,0,0,Kolkata Knight Riders
598014,Jaipur,2013-04-14,James Faulkner,Sawai Mansingh Stadium,0,Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,,Aleem Dar,Chettithody Shamshuddin,0,0,0,0,Rajasthan Royals
598015,Chennai,2013-04-15,Steve Smith,MA Chidambaram Stadium,0,Chennai Super Kings,Pune Warriors India,Pune Warriors India,bat,Pune Warriors India,runs,24.0,,Asad Rauf,Anil Chaudhary,0,0,0,0,Chennai Super Kings
598016,Chandigarh,2013-04-16,Manpreet Gony,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kings XI Punjab,runs,4.0,,C. K. Nandan,Simon Taufel,0,0,0,0,Kings XI Punjab
598017,Bangalore,2013-04-16,Virat Kohli,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,tie,,,Marais Erasmus,Vineet Kulkarni,0,0,0,0,Royal Challengers Bangalore
598018,Pune,2013-04-17,Amit Mishra,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Sunrisers Hyderabad,Pune Warriors India,field,Sunrisers Hyderabad,runs,11.0,,Asad Rauf,Anil Chaudhary,0,0,0,0,Pune Warriors India
598019,Jaipur,2013-04-17,Ajinkya Rahane,Sawai Mansingh Stadium,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Rajasthan Royals,runs,87.0,,Aleem Dar,Chettithody Shamshuddin,0,0,0,0,Rajasthan Royals
598020,Delhi,2013-04-18,Michael Hussey,Arun Jaitley Stadium,0,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,86.0,,Marais Erasmus,Vineet Kulkarni,0,0,0,0,Delhi Capitals
598021,Hyderabad,2013-04-19,Hanuma Vihari,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,bat,Sunrisers Hyderabad,wickets,5.0,,Kumar Dharmasena,C. K. Nandan,0,0,0,0,Sunrisers Hyderabad
598022,Kolkata,2013-04-20,Ravindra Jadeja,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,wickets,4.0,,Asad Rauf,Anil Chaudhary,0,0,0,0,Kolkata Knight Riders
598023,Bangalore,2013-04-20,Vinay Kumar,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7.0,,Aleem Dar,Chettithody Shamshuddin,0,0,0,0,Royal Challengers Bangalore
598024,Delhi,2013-04-21,Virender Sehwag,Arun Jaitley Stadium,0,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Delhi Capitals,wickets,9.0,,Kumar Dharmasena,Sundaram Ravi,0,0,0,0,Delhi Capitals
598025,Chandigarh,2013-04-21,David Miller,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Pune Warriors India,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,,Marais Erasmus,Krishnaraj Srinath,0,0,0,0,Kings XI Punjab
598026,Chennai,2013-04-22,Michael Hussey,MA Chidambaram Stadium,0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,5.0,,Sudhir Asnani,Anil Chaudhary,0,0,0,0,Chennai Super Kings
598027,Bangalore,2013-04-23,Chris Gayle,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Pune Warriors India,Pune Warriors India,field,Royal Challengers Bangalore,runs,130.0,,Aleem Dar,Chettithody Shamshuddin,0,0,0,0,Royal Challengers Bangalore
598028,Dharamsala,2013-05-16,David Miller,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Kings XI Punjab,runs,7.0,,Kumar Dharmasena,Sundaram Ravi,0,0,0,0,Kings XI Punjab
598029,Kolkata,2013-04-24,Dwayne Smith,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,5.0,,Kumar Dharmasena,Sundaram Ravi,0,0,0,0,Kolkata Knight Riders
598030,Chennai,2013-04-25,Mahendra Singh Dhoni,MA Chidambaram Stadium,0,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Chennai Super Kings,wickets,5.0,,Aleem Dar,Subrat Das,0,0,0,0,Chennai Super Kings
598031,Kolkata,2013-04-26,Jacques Kallis,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,6.0,,C. K. Nandan,Sundaram Ravi,0,0,0,0,Kolkata Knight Riders
598032,Jaipur,2013-04-27,James Faulkner,Sawai Mansingh Stadium,0,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals,wickets,8.0,,Vineet Kulkarni,Krishnaraj Srinath,0,0,0,0,Rajasthan Royals
598033,Mumbai,2013-04-27,Dwayne Smith,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,Mumbai Indians,runs,58.0,,Asad Rauf,Sudhir Asnani,0,0,0,0,Mumbai Indians
598034,Chennai,2013-04-28,Michael Hussey,MA Chidambaram Stadium,0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,14.0,,Aleem Dar,Simon Taufel,0,0,0,0,Chennai Super Kings
598035,Raipur,2013-04-28,David Warner,Shaheed Veer Narayan Singh International Stadium,0,Delhi Capitals,Pune Warriors India,Pune Warriors India,field,Delhi Capitals,runs,15.0,,C. K. Nandan,Sundaram Ravi,0,0,0,0,Delhi Capitals
598036,Jaipur,2013-04-29,Sanju Samson,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Rajasthan Royals,wickets,4.0,,Marais Erasmus,Krishnaraj Srinath,0,0,0,0,Rajasthan Royals
598037,Mumbai,2013-04-29,Rohit Sharma,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Mumbai Indians,runs,4.0,,Asad Rauf,Anil Chaudhary,0,0,0,0,Mumbai Indians
598038,Pune,2013-04-30,Mahendra Singh Dhoni,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,37.0,,Subrat Das,Simon Taufel,0,0,0,0,Pune Warriors India
598039,Hyderabad,2013-05-01,Ishant Sharma,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Sunrisers Hyderabad,wickets,7.0,,Asad Rauf,Sudhir Asnani,0,0,0,0,Sunrisers Hyderabad
598040,Raipur,2013-05-01,David Warner,Shaheed Veer Narayan Singh International Stadium,0,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Capitals,wickets,7.0,,Kumar Dharmasena,C. K. Nandan,0,0,0,0,Delhi Capitals
598041,Chennai,2013-05-02,Suresh Raina,MA Chidambaram Stadium,0,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,15.0,,Marais Erasmus,Vineet Kulkarni,0,0,0,0,Chennai Super Kings
598042,Pune,2013-05-02,AB de Villiers,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,runs,17.0,,Aleem Dar,Chettithody Shamshuddin,0,0,0,0,Pune Warriors India
598043,Kolkata,2013-05-03,Yusuf Pathan,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,wickets,8.0,,Kumar Dharmasena,C. K. Nandan,0,0,0,0,Kolkata Knight Riders
598044,Hyderabad,2013-05-04,Daren Sammy,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Sunrisers Hyderabad,wickets,6.0,,Asad Rauf,Sudhir Asnani,0,0,0,0,Sunrisers Hyderabad
598045,Bangalore,2013-05-14,Adam Gilchrist,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,,Kumar Dharmasena,Sundaram Ravi,0,0,0,0,Royal Challengers Bangalore
598046,Mumbai,2013-05-05,Mitchell Johnson,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,runs,60.0,,Kumar Dharmasena,C. K. Nandan,0,0,0,0,Mumbai Indians
598047,Jaipur,2013-05-05,Ajinkya Rahane,Sawai Mansingh Stadium,0,Rajasthan Royals,Pune Warriors India,Pune Warriors India,bat,Rajasthan Royals,wickets,5.0,,Chettithody Shamshuddin,Rod Tucker,0,0,0,0,Rajasthan Royals
598048,Bangalore,2013-04-09,Virat Kohli,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Royal Challengers Bangalore,wickets,7.0,,Sundaram Ravi,Simon Taufel,0,0,0,0,Royal Challengers Bangalore
598049,Jaipur,2013-05-07,Ajinkya Rahane,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,Rajasthan Royals,wickets,9.0,,Aleem Dar,Rod Tucker,0,0,0,0,Rajasthan Royals
598050,Mumbai,2013-05-07,Sachin Tendulkar,Wankhede Stadium,0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,runs,65.0,,Kumar Dharmasena,Sundaram Ravi,0,0,0,0,Mumbai Indians
598051,Hyderabad,2013-05-08,Suresh Raina,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Chennai Super Kings,runs,77.0,,Subrat Das,Nigel Llong,0,0,0,0,Sunrisers Hyderabad
598052,Chandigarh,2013-05-09,Kevon Cooper,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,8.0,,Kumar Dharmasena,Sundaram Ravi,0,0,0,0,Kings XI Punjab
598053,Pune,2013-05-09,Gautam Gambhir,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,46.0,,Asad Rauf,Sudhir Asnani,0,0,0,0,Pune Warriors India
598054,Delhi,2013-05-10,Jaydev Unadkat,Arun Jaitley Stadium,0,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,Royal Challengers Bangalore,runs,4.0,,Nigel Llong,Krishnaraj Srinath,0,0,0,0,Delhi Capitals
598055,Pune,2013-05-11,Mitchell Johnson,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Mumbai Indians,Pune Warriors India,bat,Mumbai Indians,wickets,5.0,,Asad Rauf,Anil Chaudhary,0,0,0,0,Pune Warriors India
598056,Chandigarh,2013-05-11,Parthiv Patel,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad,runs,30.0,,Subrat Das,Rod Tucker,0,0,0,0,Kings XI Punjab
598057,Ranchi,2013-05-12,Jacques Kallis,JSCA International Stadium Complex,0,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,,Nigel Llong,Krishnaraj Srinath,0,0,0,0,Kolkata Knight Riders
598058,Jaipur,2013-05-12,Shane Watson,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Rajasthan Royals,wickets,5.0,,Kumar Dharmasena,C. K. Nandan,0,0,0,0,Rajasthan Royals
598059,Delhi,2013-04-23,Harmeet Singh,Arun Jaitley Stadium,0,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,5.0,,Vineet Kulkarni,Krishnaraj Srinath,0,0,0,0,Delhi Capitals
598060,Mumbai,2013-05-13,Kieron Pollard,Wankhede Stadium,0,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Mumbai Indians,wickets,7.0,,Anil Chaudhary,Simon Taufel,0,0,0,0,Mumbai Indians
598061,Ranchi,2013-05-15,Manish Pandey,JSCA International Stadium Complex,0,Kolkata Knight Riders,Pune Warriors India,Kolkata Knight Riders,field,Pune Warriors India,runs,7.0,,Nigel Llong,Krishnaraj Srinath,0,0,0,0,Kolkata Knight Riders
598062,Chennai,2013-05-14,Mahendra Singh Dhoni,MA Chidambaram Stadium,0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,33.0,,Chettithody Shamshuddin,Rod Tucker,0,0,0,0,Chennai Super Kings
598063,Mumbai,2013-05-15,Aditya Tare,Wankhede Stadium,0,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,runs,14.0,,Asad Rauf,Sudhir Asnani,0,0,0,0,Mumbai Indians
598064,Chandigarh,2013-05-06,David Miller,Punjab Cricket Association IS Bindra Stadium,0,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,,Vineet Kulkarni,Nigel Llong,0,0,0,0,Kings XI Punjab
598065,Hyderabad,2013-05-17,Amit Mishra,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,23.0,,Asad Rauf,Anil Chaudhary,0,0,0,0,Sunrisers Hyderabad
598066,Dharamsala,2013-05-18,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,runs,50.0,,Kumar Dharmasena,C. K. Nandan,0,0,0,0,Kings XI Punjab
598067,Pune,2013-05-19,Luke Wright,Maharashtra Cricket Association Stadium,0,Pune Warriors India,Delhi Capitals,Pune Warriors India,bat,Pune Warriors India,runs,38.0,,Nigel Llong,Simon Taufel,0,0,0,0,Pune Warriors India
598068,Bangalore,2013-05-18,Virat Kohli,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore,runs,24.0,,Chettithody Shamshuddin,Rod Tucker,0,0,0,0,Royal Challengers Bangalore
598069,Hyderabad,2013-05-19,Parthiv Patel,Rajiv Gandhi International Stadium,0,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,Sunrisers Hyderabad,wickets,5.0,,Asad Rauf,Sudhir Asnani,0,0,0,0,Sunrisers Hyderabad
598070,Delhi,2013-05-21,Michael Hussey,Arun Jaitley Stadium,1,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,runs,48.0,,Nigel Llong,Rod Tucker,1,0,1,0,
598071,Delhi,2013-05-22,Brad Hodge,Arun Jaitley Stadium,1,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals,wickets,4.0,,Sundaram Ravi,Rod Tucker,1,1,0,0,
598072,Kolkata,2013-05-24,Harbhajan Singh,Eden Gardens,1,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Mumbai Indians,wickets,4.0,,Chettithody Shamshuddin,Simon Taufel,1,0,1,0,
598073,Kolkata,2013-05-26,Kieron Pollard,Eden Gardens,1,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,23.0,,Kumar Dharmasena,Simon Taufel,1,0,0,1,
729279,Abu Dhabi,2014-04-16,Jacques Kallis,Sheikh Zayed Stadium,1,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,41.0,,Marais Erasmus,Richard Illingworth,0,0,0,0,
729281,Sharjah,2014-04-17,Yuzvendra Chahal,Sharjah Cricket Stadium,1,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,8.0,,Aleem Dar,Sundaram Ravi,0,0,0,0,
729283,Abu Dhabi,2014-04-18,Glenn Maxwell,Sheikh Zayed Stadium,1,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Kings XI Punjab,wickets,6.0,,Richard Illingworth,Chettithody Shamshuddin,0,0,0,0,
729285,Abu Dhabi,2014-04-18,Ajinkya Rahane,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4.0,,Billy Bowden,Richard Illingworth,0,0,0,0,
729287,Dubai,2014-04-19,Parthiv Patel,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,7.0,,Aleem Dar,Anil Chaudhary,0,0,0,0,
729289,Dubai,2014-04-19,JP Duminy,Dubai International Cricket Stadium,1,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Delhi Capitals,wickets,4.0,,Aleem Dar,Vineet Kulkarni,0,0,0,0,
729291,Sharjah,2014-04-20,Glenn Maxwell,Sharjah Cricket Stadium,1,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,,Billy Bowden,Marais Erasmus,0,0,0,0,
729293,Abu Dhabi,2014-04-21,Suresh Raina,Sheikh Zayed Stadium,1,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,93.0,,Richard Illingworth,Chettithody Shamshuddin,0,0,0,0,
729295,Sharjah,2014-04-22,Glenn Maxwell,Sharjah Cricket Stadium,1,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kings XI Punjab,runs,72.0,,Marais Erasmus,Sundaram Ravi,0,0,0,0,
729297,Dubai,2014-04-23,Ravindra Jadeja,Dubai International Cricket Stadium,1,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Chennai Super Kings,runs,7.0,,Kumar Dharmasena,Richard Illingworth,0,0,0,0,
729299,Sharjah,2014-04-24,Chris Lynn,Sharjah Cricket Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,Kolkata Knight Riders,runs,2.0,,Aleem Dar,Vineet Kulkarni,0,0,0,0,
729301,Dubai,2014-04-25,Aaron Finch,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,4.0,,Marais Erasmus,Sundaram Ravi,0,0,0,0,
729303,Dubai,2014-04-25,Mohit Sharma,Dubai International Cricket Stadium,1,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings,wickets,7.0,,Billy Bowden,Marais Erasmus,0,0,0,0,
729305,Abu Dhabi,2014-04-26,Pravin Tambe,Sheikh Zayed Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,,Kumar Dharmasena,Chettithody Shamshuddin,0,0,0,0,
729307,Abu Dhabi,2014-04-26,Sandeep Sharma,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kings XI Punjab,runs,23.0,,Kumar Dharmasena,Richard Illingworth,0,0,0,0,
729309,Sharjah,2014-04-27,Murali Vijay,Sharjah Cricket Stadium,1,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Delhi Capitals,wickets,6.0,,Aleem Dar,Vineet Kulkarni,0,0,0,0,
729311,Sharjah,2014-04-27,Dwayne Smith,Sharjah Cricket Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,wickets,5.0,,Anil Chaudhary,Vineet Kulkarni,0,0,0,0,
729313,Dubai,2014-04-28,Sandeep Sharma,Dubai International Cricket Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,Kings XI Punjab,wickets,5.0,,Billy Bowden,Sundaram Ravi,0,0,0,0,
729315,Abu Dhabi,2014-04-29,James Faulkner,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,tie,,,Aleem Dar,Anil Chaudhary,0,0,0,0,
729317,Dubai,2014-04-30,Bhuvneshwar Kumar,Dubai International Cricket Stadium,1,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,runs,15.0,,Kumar Dharmasena,Marais Erasmus,0,0,0,0,
733971,Ranchi,2014-05-02,Ravindra Jadeja,JSCA International Stadium Complex,0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,runs,34.0,,Anil Chaudhary,Nigel Llong,0,0,0,0,Chennai Super Kings
733973,Mumbai,2014-05-03,Corey Anderson,Wankhede Stadium,0,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,bat,Mumbai Indians,wickets,5.0,,Bruce Oxenford,Chettithody Shamshuddin,0,0,0,0,Mumbai Indians
733975,Delhi,2014-05-03,Karun Nair,Arun Jaitley Stadium,0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,,Sanjay Hazare,Sundaram Ravi,0,0,0,0,Delhi Capitals
733977,Bangalore,2014-05-04,AB de Villiers,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,Royal Challengers Bangalore,wickets,4.0,,Kumar Dharmasena,Vineet Kulkarni,0,0,0,0,Royal Challengers Bangalore
733979,Ahmedabad,2014-05-05,Pravin Tambe,Narendra Modi Stadium,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,10.0,,Nigel Llong,C. K. Nandan,0,0,0,0,Rajasthan Royals
733981,Delhi,2014-05-05,Dwayne Smith,Arun Jaitley Stadium,0,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,8.0,,Rajesh Deshpande,Bruce Oxenford,0,0,0,0,Delhi Capitals
733983,Mumbai,2014-05-06,Rohit Sharma,Wankhede Stadium,0,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Mumbai Indians,runs,19.0,,Sundaram Ravi,Krishnaraj Srinath,0,0,0,0,Mumbai Indians
733985,Delhi,2014-05-07,Gautam Gambhir,Arun Jaitley Stadium,0,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,8.0,,Bruce Oxenford,Chettithody Shamshuddin,0,0,0,0,Delhi Capitals
733987,Cuttack,2014-05-07,Glenn Maxwell,Barabati Stadium,0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Kings XI Punjab,runs,44.0,,Kumar Dharmasena,Pashchim Pathak,0,0,0,0,Kings XI Punjab
733989,Ahmedabad,2014-05-08,Bhuvneshwar Kumar,Narendra Modi Stadium,0,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,runs,32.0,,Anil Chaudhary,Nigel Llong,0,0,0,0,Rajasthan Royals
733991,Bangalore,2014-05-09,Sandeep Sharma,M.Chinnaswamy Stadium,0,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,Kings XI Punjab,runs,32.0,,Sundaram Ravi,Krishnaraj Srinath,0,0,0,0,Royal Challengers Bangalore
733993,Delhi,2014-05-10,Dale Steyn,Arun Jaitley Stadium,0,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8.0,D/L,Rajesh Deshpande,Bruce Oxenford,0,0,0,0,Delhi Capitals
733995,Mumbai,2014-05-10,Dwayne Smith,Wankhede Stadium,0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,,Kumar Dharmasena,Vineet Kulkarni,0,0,0,0,Mumbai Indians
733997,Cuttack,2014-05-11,Gautam Gambhir,Barabati Stadium,0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,9.0,,Nigel Llong,C. K. Nandan,0,0,0,0,Kings XI Punjab
